company_code,indicator_code,action,value,prior_value,tier,source_url,source_file
000009.SZ,Q_S_PAY_PER_EMPLOYEE,replaced_higher_authority,72.0,13.8433980447,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-25/3d0cad8e-7fd7-4c96-9879-a7692046036f.PDF,data/raw/ci_collection/000009.SZ/2025/annual_report.pdf
000027.SZ,Q_E_CLEAN_ENERGY_INTENSITY,replaced_higher_authority,106.0,791.68911848,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/6f7301c7-7dd9-417b-8c1d-c8e32fe5ab83.PDF,data/raw/ci_collection/000027.SZ/2025/esg_report.pdf
000027.SZ,Q_S_EDU_PER_EMPLOYEE,replaced_higher_authority,230.0,0.824436234524,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/e81dfe3f-d725-44b0-a5a9-90166c2caba4.PDF,data/raw/ci_collection/000027.SZ/2025/annual_report.pdf
000027.SZ,Q_S_ENV_INVEST_RATE,replaced_higher_authority,20.0,0.0588704177387,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/6f7301c7-7dd9-417b-8c1d-c8e32fe5ab83.PDF,data/raw/ci_collection/000027.SZ/2025/esg_report.pdf
000027.SZ,Q_S_PAY_PER_EMPLOYEE,replaced_higher_authority,134.0,23.8832255183,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-17/e81dfe3f-d725-44b0-a5a9-90166c2caba4.PDF,data/raw/ci_collection/000027.SZ/2025/annual_report.pdf
000037.SZ,Q_S_PAY_PER_EMPLOYEE,replaced_higher_authority,16.0,29.4317689115,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-15/ab7b9153-90c7-417a-8a30-591e987fe1b4.PDF,data/raw/ci_collection/000037.SZ/2025/annual_report.pdf
000049.SZ,Q_S_PAY_PER_EMPLOYEE,filled_missing,61.0,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-23/262ee139-e059-4704-8501-654892e27e40.PDF,data/raw/ci_collection/000049.SZ/2025/annual_report.pdf
000096.SZ,Q_S_PAY_PER_EMPLOYEE,replaced_higher_authority,62.0,16.7181863314,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/9a42033d-f9c9-4f17-aff8-33d611a67e99.PDF,data/raw/ci_collection/000096.SZ/2025/annual_report.pdf
000096.SZ,Q_S_RD_RATE,replaced_higher_authority,17.0,0.0,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-28/9a42033d-f9c9-4f17-aff8-33d611a67e99.PDF,data/raw/ci_collection/000096.SZ/2025/annual_report.pdf
000155.SZ,Q_S_ENV_INVEST_RATE,filled_missing,70.55,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/0b85e5a8-fab9-44e9-89ce-b4c5ff94c4a3.PDF,data/raw/ci_collection/000155.SZ/2025/annual_report.pdf
