company_code,indicator_code,action,value,prior_value,tier,source_url,source_file
000531.SZ,Q_E_SOLID_WASTE_INTENSITY,filled_missing,1480.0,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-10/866c66bc-5465-495f-ab60-3dc494cd71bc.PDF,data/raw/ci_collection/000531.SZ/2025/esg_report.pdf
000533.SZ,Q_E_ENERGY_INTENSITY,filled_missing,6.800000000000001,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/88823c04-dc9b-4d4f-bc42-e8e2a9d96887.PDF,data/raw/ci_collection/000533.SZ/2025/esg_report.pdf
000533.SZ,Q_E_GHG_INTENSITY,filled_missing,16.8,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/88823c04-dc9b-4d4f-bc42-e8e2a9d96887.PDF,data/raw/ci_collection/000533.SZ/2025/esg_report.pdf
000533.SZ,Q_E_WATER_INTENSITY,filled_missing,133.1,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-16/88823c04-dc9b-4d4f-bc42-e8e2a9d96887.PDF,data/raw/ci_collection/000533.SZ/2025/esg_report.pdf
002125.SZ,Q_E_GHG_INTENSITY,replaced_reextract_correction,2254.7999999999997,2254.8,EXCHANGE,https://static.cninfo.com.cn/finalpage/2026-04-25/1225191861.PDF,data/raw/cninfo_esg_gap_collection/002125.SZ/2025/esg_report.pdf
002706.SZ,Q_E_ENERGY_INTENSITY,filled_missing,11.799999999999999,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-11/958be8bb-584f-4124-961a-7b81184348d4.PDF,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/002706.SZ/2025/esg_report.pdf
002927.SZ,Q_E_GHG_INTENSITY,replaced_reextract_correction,28.1,2810.0,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-29/876856cf-8cc3-4a9c-b1e0-27e3dbbe87e7.PDF,data/raw/ci_collection/002927.SZ/2025/esg_report.pdf
300850.SZ,Q_E_GHG_INTENSITY,replaced_reextract_correction,484.90000000000003,484.9,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-03-27/420d57c6-81e7-4f24-aff0-965f82f2988f.PDF,/Users/fengwang/Documents/trae_projects/aegisESP/data/raw/ci_collection/300850.SZ/2025/esg_report.pdf
301386.SZ,Q_E_ENERGY_INTENSITY,filled_missing,13.299999999999999,,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/ddccaa27-02a0-4fab-be44-9a2edf73f172.PDF,data/raw/ci_collection/301386.SZ/2025/esg_report.pdf
301386.SZ,Q_E_GHG_INTENSITY,replaced_reextract_correction,45.900000000000006,45.9,EXCHANGE,https://disc.static.szse.cn/disc/disk03/finalpage/2026-04-24/ddccaa27-02a0-4fab-be44-9a2edf73f172.PDF,data/raw/ci_collection/301386.SZ/2025/esg_report.pdf
