batch_task_rank,batch_action,impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,key_indicator_risk,population_scarcity_risk,indicator_population,neutral_vs_zero_total_score_delta,company_code,company_name,indicator_code,indicator_name,dimension,key_indicator,candidate_count,report_years,source_pages,max_confidence,status,next_action,priority
11,inspect_esg_tables,13,99.322917,23,287,264,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002039.SZ,黔源电力,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
12,inspect_esg_tables,14,99.322917,26,374,348,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002056.SZ,横店东磁,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
13,inspect_esg_tables,15,99.322917,127,446,319,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00206.HK,CM-ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
14,inspect_esg_tables,16,99.322917,160,279,119,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002074.SZ,国轩高科,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
15,inspect_esg_tables,17,99.322917,198,306,108,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002090.SZ,金智科技,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
16,inspect_esg_tables,18,99.322917,118,220,102,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002249.SZ,大洋电机,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
17,inspect_esg_tables,19,99.322917,116,326,210,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002276.SZ,万马股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
18,inspect_esg_tables,20,99.322917,175,364,189,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,00228.HK,CHINA ENERGY,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
19,inspect_esg_tables,21,99.322917,75,285,210,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002335.SZ,科华数据,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
20,inspect_esg_tables,23,99.322917,130,253,123,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002479.SZ,富春环保,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
21,inspect_esg_tables,24,99.322917,179,282,103,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002487.SZ,大金重工,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
22,inspect_esg_tables,25,99.322917,113,290,177,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002506.SZ,协鑫集成,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
23,inspect_esg_tables,26,99.322917,178,375,197,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002531.SZ,天顺风能,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
24,inspect_esg_tables,27,99.322917,150,440,290,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002608.SZ,江苏国信,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
25,inspect_esg_tables,28,99.322917,123,392,269,True,1.0,1.0,1.0,1.0,0.932292,39,3.6,002692.SZ,远程股份,Q_E_GHG_INTENSITY,温室气体排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
26,inspect_esg_tables,199,92.361111,41,271,230,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,00002.HK,CLP HOLDINGS,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
27,inspect_esg_tables,200,92.361111,47,360,313,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,00003.HK,HK & CHINA GAS,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
28,inspect_esg_tables,201,92.361111,52,437,385,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,00006.HK,POWER ASSETS,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
29,inspect_esg_tables,202,92.361111,104,294,190,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,000096.SZ,广聚能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
30,inspect_esg_tables,204,92.361111,190,477,287,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,000554.SZ,泰山石油,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
31,inspect_esg_tables,205,92.361111,152,416,264,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,000682.SZ,东方电子,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
32,inspect_esg_tables,207,92.361111,135,318,183,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,001208.SZ,华菱线缆,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
33,inspect_esg_tables,208,92.361111,117,260,143,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,001258.SZ,立新能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
34,inspect_esg_tables,209,92.361111,107,242,135,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,001299.SZ,美能能源,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
35,inspect_esg_tables,210,92.361111,146,327,181,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,00182.HK,CONCORD NE,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
36,inspect_esg_tables,211,92.361111,23,287,264,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002039.SZ,黔源电力,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
37,inspect_esg_tables,212,92.361111,26,374,348,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002056.SZ,横店东磁,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
38,inspect_esg_tables,213,92.361111,127,446,319,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,00206.HK,CM-ENERGY,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
39,inspect_esg_tables,214,92.361111,160,279,119,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002074.SZ,国轩高科,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
40,inspect_esg_tables,215,92.361111,198,306,108,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002090.SZ,金智科技,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
41,inspect_esg_tables,216,92.361111,118,220,102,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002249.SZ,大洋电机,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
42,inspect_esg_tables,217,92.361111,116,326,210,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002276.SZ,万马股份,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
43,inspect_esg_tables,218,92.361111,175,364,189,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,00228.HK,CHINA ENERGY,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
44,inspect_esg_tables,219,92.361111,75,285,210,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002335.SZ,科华数据,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
45,inspect_esg_tables,221,92.361111,130,253,123,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002479.SZ,富春环保,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
46,inspect_esg_tables,222,92.361111,179,282,103,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002487.SZ,大金重工,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
47,inspect_esg_tables,223,92.361111,113,290,177,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002506.SZ,协鑫集成,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
48,inspect_esg_tables,224,92.361111,178,375,197,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002531.SZ,天顺风能,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
49,inspect_esg_tables,225,92.361111,150,440,290,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002608.SZ,江苏国信,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
50,inspect_esg_tables,226,92.361111,123,392,269,True,1.0,1.0,0.716667,1.0,0.944444,32,2.58,002692.SZ,远程股份,Q_E_ENERGY_INTENSITY,综合能源消耗强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
51,inspect_esg_tables,479,85.177083,41,271,230,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00002.HK,CLP HOLDINGS,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
52,inspect_esg_tables,480,85.177083,47,360,313,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00003.HK,HK & CHINA GAS,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
53,inspect_esg_tables,481,85.177083,52,437,385,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00006.HK,POWER ASSETS,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
54,inspect_esg_tables,482,85.177083,104,294,190,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000096.SZ,广聚能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
55,inspect_esg_tables,484,85.177083,190,477,287,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000554.SZ,泰山石油,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
56,inspect_esg_tables,485,85.177083,152,416,264,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,000682.SZ,东方电子,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
57,inspect_esg_tables,486,85.177083,135,318,183,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,001208.SZ,华菱线缆,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
58,inspect_esg_tables,487,85.177083,117,260,143,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,001258.SZ,立新能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
59,inspect_esg_tables,488,85.177083,107,242,135,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,001299.SZ,美能能源,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
60,inspect_esg_tables,489,85.177083,146,327,181,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00182.HK,CONCORD NE,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
61,inspect_esg_tables,490,85.177083,23,287,264,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002039.SZ,黔源电力,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
62,inspect_esg_tables,491,85.177083,26,374,348,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002056.SZ,横店东磁,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
63,inspect_esg_tables,492,85.177083,127,446,319,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00206.HK,CM-ENERGY,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
64,inspect_esg_tables,493,85.177083,160,279,119,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002074.SZ,国轩高科,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
65,inspect_esg_tables,494,85.177083,198,306,108,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002090.SZ,金智科技,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
66,inspect_esg_tables,495,85.177083,118,220,102,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002249.SZ,大洋电机,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
67,inspect_esg_tables,496,85.177083,116,326,210,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002276.SZ,万马股份,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
68,inspect_esg_tables,497,85.177083,175,364,189,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,00228.HK,CHINA ENERGY,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
69,inspect_esg_tables,498,85.177083,75,285,210,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002335.SZ,科华数据,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
70,inspect_esg_tables,499,85.177083,130,253,123,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002479.SZ,富春环保,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
71,inspect_esg_tables,500,85.177083,179,282,103,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002487.SZ,大金重工,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
72,inspect_esg_tables,501,85.177083,113,290,177,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002506.SZ,协鑫集成,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
73,inspect_esg_tables,502,85.177083,178,375,197,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002531.SZ,天顺风能,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
74,inspect_esg_tables,503,85.177083,150,440,290,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002608.SZ,江苏国信,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
75,inspect_esg_tables,504,85.177083,123,392,269,True,1.0,1.0,0.424444,1.0,0.956597,25,1.528,002692.SZ,远程股份,Q_E_SOLID_WASTE_INTENSITY,一般固体废物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
76,inspect_esg_tables,747,81.767361,41,271,230,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00002.HK,CLP HOLDINGS,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
77,inspect_esg_tables,748,81.767361,47,360,313,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00003.HK,HK & CHINA GAS,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
78,inspect_esg_tables,749,81.767361,52,437,385,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00006.HK,POWER ASSETS,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
79,inspect_esg_tables,750,81.767361,104,294,190,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000096.SZ,广聚能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
80,inspect_esg_tables,753,81.767361,190,477,287,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000554.SZ,泰山石油,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
81,inspect_esg_tables,754,81.767361,152,416,264,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,000682.SZ,东方电子,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
82,inspect_esg_tables,756,81.767361,135,318,183,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001208.SZ,华菱线缆,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
83,inspect_esg_tables,757,81.767361,117,260,143,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001258.SZ,立新能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
84,inspect_esg_tables,758,81.767361,107,242,135,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,001299.SZ,美能能源,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
85,inspect_esg_tables,759,81.767361,146,327,181,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00182.HK,CONCORD NE,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
86,inspect_esg_tables,760,81.767361,23,287,264,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002039.SZ,黔源电力,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
87,inspect_esg_tables,761,81.767361,26,374,348,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002056.SZ,横店东磁,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
88,inspect_esg_tables,762,81.767361,127,446,319,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00206.HK,CM-ENERGY,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
89,inspect_esg_tables,763,81.767361,160,279,119,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002074.SZ,国轩高科,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
90,inspect_esg_tables,764,81.767361,198,306,108,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002090.SZ,金智科技,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
91,inspect_esg_tables,765,81.767361,118,220,102,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002249.SZ,大洋电机,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
92,inspect_esg_tables,766,81.767361,116,326,210,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002276.SZ,万马股份,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
93,inspect_esg_tables,767,81.767361,175,364,189,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,00228.HK,CHINA ENERGY,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
94,inspect_esg_tables,768,81.767361,75,285,210,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002335.SZ,科华数据,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
95,inspect_esg_tables,770,81.767361,130,253,123,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002479.SZ,富春环保,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
96,inspect_esg_tables,771,81.767361,179,282,103,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002487.SZ,大金重工,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
97,inspect_esg_tables,772,81.767361,113,290,177,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002506.SZ,协鑫集成,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
98,inspect_esg_tables,773,81.767361,178,375,197,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002531.SZ,天顺风能,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
99,inspect_esg_tables,774,81.767361,150,440,290,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002608.SZ,江苏国信,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
100,inspect_esg_tables,775,81.767361,123,392,269,True,1.0,1.0,0.275556,1.0,0.987847,7,0.992,002692.SZ,远程股份,Q_E_SO2_INTENSITY,二氧化硫排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
101,inspect_esg_tables,915,81.611111,41,271,230,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,00002.HK,CLP HOLDINGS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
102,inspect_esg_tables,916,81.611111,47,360,313,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,00003.HK,HK & CHINA GAS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
103,inspect_esg_tables,917,81.611111,52,437,385,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,00006.HK,POWER ASSETS,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
104,inspect_esg_tables,918,81.611111,104,294,190,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000096.SZ,广聚能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
105,inspect_esg_tables,921,81.611111,190,477,287,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000554.SZ,泰山石油,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
106,inspect_esg_tables,922,81.611111,152,416,264,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,000682.SZ,东方电子,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
107,inspect_esg_tables,924,81.611111,135,318,183,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,001208.SZ,华菱线缆,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
108,inspect_esg_tables,925,81.611111,117,260,143,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,001258.SZ,立新能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
109,inspect_esg_tables,926,81.611111,107,242,135,True,1.0,1.0,0.275556,1.0,0.972222,16,0.992,001299.SZ,美能能源,Q_E_NOX_INTENSITY,氮氧化物排放强度,E,True,0,,,0,missing_candidate,extend_extraction_rules,0
